id,property_name,country,property_title,property_intro
1983,Kwessi Dunes,Namibia,Kwessi Dunes: Stargazing and Solitude in the NamibRand Reserve,"Set where russet dunes meet the shadowed peaks of the Nubib Mountains, Kwessi Dunes sits deep within Namibia's NamibRand Nature Reserve, one of Africa's largest private conservation areas. Ten low-slung chalets, shaped in earth tones and canvas, each conceal a star bed for nights beneath one of the world's darkest skies. Days unfold with guided desert walks, oryx sightings and dune drives, while your stay directly funds reserve conservation and local school programmes."
1984,Wilderness Little Kulala,Namibia,Wilderness Little Kulala: Desert Dreaming Beneath Sossusvlei Skies,"On the private Kulala Reserve, moments from the towering dunes of Sossusvlei, Wilderness Little Kulala sits within one of the oldest deserts on earth. Eleven light-filled suites open onto plunge pools and rooftop skybeds made for stargazing beneath famously clear Namib skies. Days unfold with dune walks, quad trails, hot-air balloon flights and encounters with oryx and gemsbok. Solar-powered and closely involved with local conservation, it protects ancient ephemeral riverbeds and supports neighbouring communities."
1985,Aman Venice,Italy,Aman Venice: Tiepolo Frescoes and Gardens on the Grand Canal,"Set within a 16th-century palazzo on the Grand Canal, Aman Venice pairs Tiepolo frescoes and gilded salons with the calm restraint Aman is known for. Two private gardens, rare in this city, offer shade and birdsong just beyond the water traffic. Restoration here has been painstaking, safeguarding centuries of Venetian craftsmanship. Slip out by boat with a curator, dine beneath original stuccowork, then return to silk-lined rooms where the canal light does the rest."
1986,7132 Hotel,Switzerland,7132 Hotel: Thermal Springs and Alpine Artistry in Timeless Vals,"Tucked into a narrow valley in Graub\u00fcnden, 7132 Hotel rises where quartzite peaks meet the murmur of mountain water. Peter Zumthor's celebrated thermal baths sit at its heart, while guest rooms shaped by Kengo Kuma, Tadao Ando and Thom Mayne reward slow appreciation. Days unfold between candlelit stone pools, alpine hikes and dishes drawn from the surrounding valley, whose community has long safeguarded this village and the springs that sustain it."
1987,Therasia Resort,Italy,Therasia Resort: Aeolian Horizons on Vulcano's Wild Shoreline,"Perched on a lava-black headland on Vulcano, Therasia Resort looks across the Tyrrhenian towards Lipari and the smoking cone of Stromboli. Rooms in muted volcanic tones open to terraces where the only soundtrack is the sea. Days drift between thermal-inspired spa rituals, boat trips to hidden coves and dinner at Michelin-starred Il Cappero, where Aeolian capers, island-grown herbs and small-boat fish tell the archipelago's story. A quietly considered retreat that gives back to the community sustaining it."
1988,Hotel Esencia,Mexico,Hotel Esencia: Barefoot Grandeur on the Quiet Caribbean Coast,"Once the private estate of an Italian duchess, Hotel Esencia unfolds across fifty acres of jungle and gardens above the pale sands of Xpu-Ha, between Playa del Carmen and Tulum. Colonial architecture meets contemporary calm here, with sea-facing suites, a Mayan-inspired spa and cuisine drawn from nearby growers and fishers. Days pass slowly: cenote swims, reef snorkelling, tequila tastings. The team protects native flora and supports neighbouring Mayan villages, keeping this coastline authentically alive."
1989,La Valise San Miguel de Allende,Mexico,"La Valise San Miguel de Allende: Colonial Charm, Quietly Kept","Tucked behind a discreet doorway in the heart of San Miguel de Allende, La Valise offers just a handful of suites, each opening onto sunlit courtyards and rooftop views across pink stone domes. Interiors celebrate Mexican craft: hand-loomed textiles, local ceramics and antiques gathered from nearby workshops. Days unfold slowly here, with breakfast served wherever you please, mezcal tastings after dusk, and the town's galleries, markets and artisan studios a short stroll from your door."
1990,Casa Polanco,Mexico,Casa Polanco: A Refined Retreat in Mexico City's Green Heart,"Set on a leafy street in Mexico City's Polanco district, Casa Polanco occupies a lovingly restored 1940s mansion moments from Chapultepec Park and the Museo Nacional de Antropolog	textscia. Ten individually designed rooms pair Mexican craftsmanship with European elegance, while breakfast on the terrace and mezcal tastings in the salon invite unhurried afternoons. Local artisans, galleries and family-run kitchens sit within walking distance, and the house champions Mexican makers throughout, from hand-woven textiles to ceramics."
1991,Cala de Mar Resort & Spa Ixtapa,Mexico,Cala de Mar Resort & Spa Ixtapa: Where the Pacific Whispers,"Carved into a cliffside above Playa Majahua, Cala de Mar looks out across the Mexican Pacific from an adults-only sanctuary of open-air suites, each with its own plunge pool and views that shift with the light. Days unfold slowly here: spa rituals drawn from local traditions, seafood plucked from nearby waters, and sunsets that draw everyone to the terrace. Beyond the resort, the Sierra Madre foothills, sea turtle releases and Zihuatanejo's fishing-village charm await discovery."
1992,Esperanza,Mexico,Esperanza: Clifftop Serenity on Mexico's Los Cabos Coastline,"Perched on a bluff above the Sea of Cortez, between Cabo San Lucas and San Jostheu00e9 del Cabo, Esperanza gathers its casitas among desert gardens and volcanic rock. Terraces open to whale-watching waters, while the spa's hydrotherapy ritual draws on local sea salts and clay. Days unfold with Baja wine tastings, guided marine encounters and dishes shaped by nearby fishing cooperatives and farms 	he rpeninsula's own rhythms, thoughtfully honoured."
1993,Our Habitas Bacalar,Mexico,Our Habitas Bacalar: Lagoon Living on Mexico's Seven Shades,"On the shores of Bacalar's Lagoon of Seven Colours, deep in Mexico's Quintana Roo jungle, Our Habitas Bacalar rests lightly on the land. Suites of timber, stone and woven fibre open to water the colour of raw turquoise, while ancient stromatolites quietly line the shallows. Days drift between paddleboarding at dawn, cacao ceremonies, sound journeys and long dinners drawn from Mayan kitchens. Local artisans, guides and growers shape the experience, and conservation guides every decision made here."
1994,Eriro,Austria,Eriro: An Earth Hotel in Tirol's Wild Highlands Above Ehrwald,"Perched at 1,500 metres above Ehrwald, with the Zugspitze rising close by, Eriro is a nine-room retreat built almost entirely from Tirolean stone, larch and loden. Days unfold slowly here: forest walks with the resident guide, herb gathering, saunas warmed by local timber, and a kitchen that cooks only what the surrounding valleys provide. Nothing is flown in, little is wasted, and every craftsman lived within reach \u2013 mountain hospitality, thoughtfully rewritten."
1995,Rosewood Matakauri,New Zealand,Rosewood Matakauri: Wild Lakeside Grace in Queenstown's Alps,"Tucked into a beech-clad shoreline minutes from Queenstown, Rosewood Matakauri gazes across Lake Wakatipu to the jagged Remarkables. Just eleven suites and villas, dressed in schist, timber and sheepskin, frame that view from deep baths and private terraces. Days might begin with a helicopter flight over Fiordland and end beside the fire with Central Otago pinot. Native planting, local growers and Māori storytelling shape a stay that feels rooted in this valley, not merely visiting it."
1996,Schloss Elmau,Germany,Schloss Elmau: Bavarian Alpine Retreat of Music and Stillness,"Cradled in a private Bavarian valley beneath the Wetterstein peaks, Schloss Elmau has drawn thinkers, musicians and families since 1916. Concerts unfold nightly in its intimate halls, while six spas, forest trails and thermal pools invite slower hours. Wellness and culture sit together here without ceremony, and the estate's own farm, heat-pump warmth and long-standing literary programme reflect a house that has always looked beyond itself. Come for the mountains; stay for the music."
1997,Grand Forest Metsovo,Greece,"Grand Forest Metsovo: Pindus Mountain Retreat in Epirus, Greece","High in the Pindus range, above the stone-built village of Metsovo, Grand Forest sits among fir forest and alpine meadows where Epirus reveals its quieter character. Rooms in timber and local stone open onto valley views, while the spa, hearth-warmed lounges and mountain cuisine draw on Vlach traditions and regional producers. Days might bring forest walks, winter skiing or visits to village workshops, where centuries of craft and shepherding culture continue to shape daily life."
1998,Saltmoore,England,Saltmoore: Where the Yorkshire Moors Meet the Restless North Sea,"Tucked into the Mulgrave Estate near Sandsend, Saltmoore sits where heather moorland tips down towards the North Sea, a short stroll from the sand. Interiors draw on the coast and countryside beyond, all weathered timber, wool and light. Days unfold with sea swims, woodland walks, spa hours and produce grown or landed nearby. The estate's ongoing rewilding and long ties with local makers and fishermen give every stay a quiet sense of belonging."
1999,Chateau de Fere Hotel & Spa,France,Chateau de Fere Hotel & Spa: Champagne's Storied Retreat,"Set within 300 acres of Picardy woodland, Chateau de Fere Hotel & Spa stands beside the romantic ruins of a 13th-century fortress, its Renaissance viaduct still arching across the valley. Rooms blend period detail with quiet contemporary comfort, while the spa and kitchen garden shape the rhythm of each day. Champagne's vineyards lie within easy reach, yet many guests find themselves lingering here, wandering the parkland at dusk and dining on produce grown just beyond the terrace."
2000,Les Prés d'Eugénie,France,Les Prés d'Eugénie: Michel Guérard's Gascon Art of Living,"In a flower-filled hamlet in the Landes, Les Pr\"
2001,Airelles Gordes,France,Airelles Gordes: Provençal Splendour Above the Luberon Valley,"Carved into the hillside of one of Provence's most beguiling villages, Airelles Gordes gazes across the Luberon's lavender fields and dry-stone terraces. Once a bastide, now a house of quiet grandeur, it pairs Pierre Yovanovitch interiors with warm Provençal spirit. Days unfold with truffle hunts, cycling through ochre villages, market mornings in Coustellet and cooking alongside chefs who champion local growers. Cellars, spa and vine-shaded terraces invite lingering ained beautifully close to the land that shaped them."
2002,Château Saint-Martin & Spa,France,Château Saint-Martin & Spa: Hilltop Calm Above the French Riviera,"Set high in the hills above Vence, this former Templar estate looks out across olive groves and cypress to the shimmer of the Mediterranean below. Thirty-four acres of terraced gardens supply the kitchen, while beekeeping and careful land stewardship shape daily life here. Days unfold slowly: treatments in the light-filled spa, long lunches beneath ancient trees, walks to hilltop villages once painted by Chagall and Matisse. Provençal elegance, quietly confident and refreshingly unhurried."
2003,La Réserve,France,"La Réserve: A Refined French Retreat Amid Wild, Quiet Beauty","Tucked into the folds of the French countryside, La Réserve invites you to slow your pace and settle in. Days unfold gently here: long walks through wildflower meadows, seasonal menus shaped by neighbouring growers, and evenings spent by the fire as the light softens. Interiors pair honest materials with quiet craftsmanship, while careful rewilding and partnerships with local artisans mean your stay leaves the surrounding landscape richer than you found it."
2004,Airelles Château de Versailles,France,Airelles Château de Versailles: Evenings Inside Royal Grounds,"Set within the Grand Contrôle, a 1681 mansion at the edge of the palace gardens, this is the only address where guests can stay on the Versailles estate itself. Christophe Tollemer's interiors echo the 18th century with restored panelling and antiques, while Alain Ducasse oversees the kitchen. Wander the gardens after closing, drift through the Hall of Mirrors privately, and know your stay supports the château's ongoing restoration work."
2005,Hotel de Crillon,France,Hotel de Crillon: Parisian Grandeur on Place de la Concorde,"Overlooking the Place de la Concorde, this eighteenth-century palace has welcomed Paris society since 1909, its stonework restored by master artisans over four painstaking years. Inside, Karl Lagerfeld-designed suites sit alongside marble baths, a hushed spa and courtyard dining beneath climbing greenery. Guests wander to the Tuileries in minutes, or linger over cocktails in Bar Les Ambassadeurs. French craft traditions are quietly championed here, from gilders to glassmakers, keeping rare skills alive for another generation."
2006,Hotel du Cap-Eden-Roc,France,"Where the Riviera Slows: Hotel du Cap-Eden-Roc, Cap d'Antibes","Set within twenty-two acres of pines and terraced gardens on the tip of Cap d'Antibes, Hotel du Cap-Eden-Roc has drawn artists, writers and dreamers since 1870. Days drift between the seawater pool carved into the rocks, cliffside paths and dining beneath parasol pines. Interiors balance Belle Epoque calm with Mediterranean light, while the gardens are tended organically, with beehives, heritage plantings and locally sourced produce shaping each unhurried, quietly indulgent stay."
2007,Malis Garten,Austria,Malis Garten: Alpine Calm and Conscious Comfort in Zell am Ziller,"Tucked into Austria's Zillertal valley, Malis Garten greets guests with timber-warm interiors, a garden that shifts with the seasons and mountains rising just beyond the terrace. Days here move gently: forest walks and ski slopes on the doorstep, spa hours scented with regional herbs, breakfasts built from neighbouring farms. The family behind it champion local craft, low-impact building and produce grown metres from the table, making this a place where refinement feels rooted rather than staged."
2008,"The Murray, Hong Kong",China,"The Murray, Hong Kong: A Modernist Landmark Reborn in Central","Set on Cotton Tree Drive, moments from Hong Kong Park and the Peak Tram, The Murray occupies a celebrated 1969 government building, its sculpted arched windows designed to temper the subtropical sun. Ron Arad Architects' sensitive restoration retained the original structure, saving energy and history alike. Inside, light-filled rooms, a rooftop garden and dining that spans Cantonese to Mediterranean invite lingering, while the Niim Mo trail and banyan-shaded streets begin at the doorstep."
2009,Signiel Seoul,South Korea,Signiel Seoul: Where the City Unfolds Far Below Your Window,"Perched on the upper floors of Lotte World Tower in Songpa, Signiel Seoul lifts you above the capital's rhythm, with Namhansanseong's ridgelines and the Han River threading the view. Interiors pair Korean craft traditions with quiet contemporary lines, while the kitchens champion small Korean producers and seasonal harvests. Spend mornings in the sky-high pool, afternoons among Seokchon Lake's cherry trees, and evenings watching the lights come up across a city that never quite settles."
2010,The Shilla Seoul,South Korea,The Shilla Seoul: Timeless Grace on Namsan's Wooded Slopes,"Set within 23 acres of private parkland on the slopes of Namsan Mountain, The Shilla Seoul offers a rare stillness moments from the city's markets and palaces. Guests wander a sculpture garden dotted with Korean contemporary works, take breakfast overlooking ancient fortress walls, then slip into the urban hot spring spa. Dining spans revered Korean fine dining to Michelin-recognised kitchens, while the hotel's long-standing support for Korean craft keeps heritage traditions thriving in modern hands."
2011,Soori Penang,Malaysia,Soori Penang: Coastal Calm on Malaysia's Heritage Island Shore,"On Penang's north-western shore, Soori Penang gathers light, water and volcanic stone into something quietly extraordinary. Architect Soo K. Chan's pavilions frame the Andaman Sea, with private pools, timber screens and locally quarried surfaces that soften as the day turns. Beyond the gates lie George Town's shophouse lanes, spice-scented kitchens and the rainforest ridges of Penang Hill. Spend mornings paddling, afternoons with a local artisan, and evenings tracing the horizon from your terrace, unhurried."
2012,Awasi Patagonia,Chile,Awasi Patagonia: Wild Solitude Beneath Torres del Paine Peaks,"Set on a private reserve at the edge of Torres del Paine, Awasi Patagonia gathers just fourteen villas across the steppe, each with its own hot tub and uninterrupted views of the Paine massif. Every villa comes with a private guide and vehicle, so days unfold at your pace: tracking pumas, riding out with local baqueanos, lingering over Patagonian lamb. Rewilded grasslands and long-term puma conservation quietly underpin it all."
2060,Camp Sossus,Namibia,Camp Sossus: Desert Silence Beneath Namibia's Ancient Dunes,"Set on a private reserve near the Namib's great dune sea, Camp Sossus gathers a handful of stone-and-canvas suites into a landscape of gravel plains, granite outcrops and endless sky. Days unfold with guided walks among ancient welwitschia, dawn drives towards Sossusvlei and evenings tracing constellations from your veranda. Built with local craftsmen and run largely on solar power, the camp supports desert-adapted wildlife research and nearby communities, so your stay leaves the land quietly better."
2061,Casa Carolina,Colombia,"Casa Carolina: Colombia's Coastal Calm, Reimagined with Soul","Set along Colombia's Caribbean shoreline, Casa Carolina is a whitewashed retreat where sea breezes drift through open courtyards and handcrafted furnishings tell of local artisanry. Days unfold slowly here: breakfast beneath fruit trees, afternoons in the pool, evenings spent tasting seafood drawn from nearby waters. The house works closely with its village neighbours, supporting fishermen and craftspeople, while thoughtful design keeps its footprint light. A place for those who prefer warmth and authenticity over polish."
2062,Casa Mãe,Portugal,Casa Mãe: Sunlit Courtyards and Slower Days in Old Town Lagos,"Tucked into the lanes of Lagos, minutes from the Algarve's cliff-backed coves, Casa Mãe gathers a 19th-century townhouse and garden pavilions around courtyards scented with citrus and rosemary. Rooms pair local craftsmanship with pieces by Portuguese makers, while the kitchen cooks from its own garden and nearby smallholdings. Swim between fig trees, learn to shape clay or bake bread, then wander to the marina as the light softens over the water."
2063,1 Hotel Mayfair,England,1 Hotel Mayfair: Nature-Led Luxury in the Heart of London,"Tucked between Berkeley Square and Green Park, 1 Hotel Mayfair brings a breath of the wild to one of London's most storied districts. Reclaimed timber, living greenery and daylight shape interiors that feel calm rather than showy, while the restaurant celebrates British growers and seasonal produce. Wander to Bond Street, the Royal Academy or Hyde Park, then return to a room where sustainability is quietly considered in every detail."
2064,Filha Da Lua Ecolodge,Brazil,Filha Da Lua Ecolodge: Barefoot Serenity on Brazil's Coast,"Tucked between dunes, lagoons and the warm Atlantic in Brazil's north-east, Filha Da Lua Ecolodge invites you to slow down. Handcrafted bungalows, shaded by palms and shaped from local timber and clay, open to sea breezes and star-filled skies. Days unfold with kitesurfing, horseback rides along empty sands and long lunches of just-caught fish. Solar power, careful water use and close ties with the neighbouring fishing village make every stay quietly meaningful."
2065,Juvet Landscape Hotel,Norway,"Juvet Landscape Hotel: Silence, Stone and Norway's Wild Gorge","Tucked into a birch-clad ravine above the Valldøla river in Valldal, Juvet Landscape Hotel invites you to live briefly inside the Norwegian landscape rather than merely look at it. Each timber-and-glass room stands on stilts, angled so no window meets another, framing rock, water and moss. Meals arrive from nearby farms and fjord waters; days unfold with river swims, mountain walks and sauna heat. The land is left largely untouched, and that restraint is the luxury."
2066,NATIVE Ballydehob,Ireland,NATIVE Ballydehob: Where West Cork's Wild Beauty Feels Like Home,"Tucked into the colourful village of Ballydehob, where West Cork's hills tumble towards Roaring Water Bay, NATIVE offers a considered kind of retreat. Interiors pair local craftsmanship with natural materials and quiet restraint, while days unfold between island-hopping, sea swims, foraged suppers and studio visits with the artists who have long made this corner of Ireland their own. Sustainably run and deeply rooted in the community, it invites you to settle in and linger....**wait**"
2067,Pousada Trijunção,Brazil,Pousada Trijunção: Wild Cerrado Luxury in Brazil's Heartland,"Set where three Brazilian states meet, Pousada Trijunção sits within a vast private reserve of Cerrado savannah 	aniverse rarely seen by travellers. Maned wolves pad past at dusk, giant anteaters forage in the grasslands and horseback rides trace red-earth trails through flowering campos. Eight airy suites blend regional craftsmanship with quiet comfort, while the kitchen draws on native fruits and local growers. Guided walks and research collaborations support the reserve's ongoing protection of this remarkable, misunderstood biome."
2068,Roça Sundy,Sao Tome and Principe,"Roça Sundy: Heritage, Rainforest and Renewal on Príncipe Island","On the northern plateau of Príncipe, a restored cocoa plantation looks out across forested hills towards the Atlantic. Roça Sundy pairs colonial-era architecture with airy, light-filled rooms, wide verandas and locally crafted furnishings. Days unfold with rainforest walks, empty beaches, birdlife found nowhere else and long lunches shaped by the island's own harvests. As part of a UNESCO Biosphere Reserve, the estate invests in village schools, farming and jobs, so your stay quietly sustains Sundy itself."
2069,Six Senses Ibiza,Spain,Six Senses Ibiza: Sunset Rituals on Ibiza's Wild North Coast,"Set above the quiet coves of Xarraca Bay, in Ibiza's rugged and least-trodden north, Six Senses Ibiza offers a gentler rhythm to island life. Earth-toned suites and cliffside villas open to pine-scented breezes, while the wellness pavilion draws on longevity science and sound healing. Days unfold with organic farm dinners, boat trips to Es Vedrà and sunsets shared at Beach Caves. A LEED Platinum retreat where regenerative farming and local craft quietly shape every stay.<br><br>Curious to feel it for yourself?</br></br>"
2070,Six Senses Zighy Bay,Oman,Six Senses Zighy Bay: Where Oman's Rugged Peaks Meet the Sea,"Tucked between the Hajar mountains and the Gulf of Oman on the Musandam Peninsula, Six Senses Zighy Bay is reached by winding mountain road, speedboat or — for the bold — paraglider. Stone-walled villas echo the architecture of the neighbouring fishing village, while days unfold with dhow sailing, wadi hikes and dining above the bay. An organic garden, marine conservation work and long-standing village partnerships keep this remarkable stretch of coast thriving."
2071,Six Senses Zil Pasyon,Seychelles,Six Senses Zil Pasyon: Granite Shores and Seychelles Serenity,"On Félicité, a private granite island in the Seychelles, Six Senses Zil Pasyon unfolds across boulder-strewn shores and forested hills, with just a handful of villas hidden among the rocks. Each has its own pool and views over the Indian Ocean towards neighbouring La Digue. Days might mean snorkelling coral gardens, hiking to viewpoints, or spa treatments in a boulder-framed sanctuary. The island's nursery propagates native plants, restoring habitats for endemic birds and giant tortoises."
2072,Storfjord Hotel,Norway,Storfjord Hotel: Handcrafted Calm Above Norway's Fjord Country,"Set on a wooded hillside above the Storfjord near Ålesund, this timber-built retreat was raised by local craftsmen using traditional Norwegian joinery, and the care shows in every beam and hand-woven textile. Days unfold with forest walks, sea kayaking and hikes into the Sunnmøre Alps, before dinners built around produce from the surrounding farms and fjord. Just twenty-two rooms, deep silence and a garden that rolls towards the water: unhurried, considered, quietly Norwegian."
2073,Tutka Bay Lodge,United States,Tutka Bay Lodge: Where Alaska's Wild Coast Meets Quiet Comfort,"Tucked into a sheltered fjord off Kachemak Bay, this floating retreat is reached only by boat or floatplane from Homer. Timber cabins perch above tidal waters, framed by spruce forest and glacier-cut peaks. Days unfold with kayaking, bear viewing and foraging along the shoreline, before dinner in the Widespread Cooking School, where wild Alaskan ingredients take centre stage. Long committed to marine research and local livelihoods, the lodge offers wilderness with genuine warmth."
2074,Tri Sri Lanka,Sri Lanka,Tri Sri Lanka: Lakeside Calm on Koggala's Cinnamon Shores,"Set on a cinnamon-scented peninsula above Koggala Lake, a short drive from Galle's ramparts, Tri unfolds in a gentle spiral inspired by the Fibonacci sequence. Rooms open to water, treetops and birdsong, while rainwater harvesting, solar power and a chemical-free garden quietly underpin everything. Days might mean lake yoga, Ayurvedic treatments, kayaking past mangroves or lunch drawn from the estate. It is a place designed for slowness, curiosity and unhurried conversation."
2075,One&Only Aesthesis,Greece,One&Only Aesthesis: Barefoot Glamour on the Athenian Riviera,"On a pine-shaded stretch of Glyfada shoreline, twenty minutes from the Acropolis, One&Only Aesthesis revives the spirit of the 1960s Asteria beach club with quiet confidence. Villas and bungalows sit among rare protected dunes, carefully restored alongside native flora, while interiors nod to mid-century Greek modernism in stone, timber and linen. Days drift between a private sandy beach, Aegean sailing and slow suppers of island produce, with Athens' galleries and tavernas within easy reach."
2076,One&Only Kéa Island,Greece,"One&Only Kéa Island: Untamed Cycladic Shores, Serene Seclusion","An hour from Athens yet worlds apart, One&Only Kéa Island unfolds across the rugged headlands of Kéa, where oak forests meet the Aegean and ancient footpaths trace the hillsides. Stone-and-timber villas echo local craftsmanship, framing views over Vroskopos Bay. Days drift between sea kayaking, wild swimming and hikes with island guides, while kitchens draw on Kéan honey, cheese and herbs. Marine restoration and partnerships with island artisans keep this quiet corner of Greece thriving."
2077,One&Only Royal Mirage,,One&Only Royal Mirage: Arabian Grace on Dubai's Jumeirah Sands,"Set along a kilometre of private beach in Dubai's Jumeirah, One&Only Royal Mirage unfolds across 65 acres of scented gardens, arcaded courtyards and reflecting pools. Three distinct residences "","" each with its own character "","" share hammam rituals, candlelit Moroccan dining and views towards the Palm. Arabesque domes and hand-laid mosaics honour Gulf craftsmanship, while the resort's marine and turtle conservation work, alongside local artisan partnerships, gives every stay a quieter, lasting purpose."
2078,One&Only Reethi Rah,Maldives,One&Only Reethi Rah: Barefoot Elegance on North Malé Atoll,"Set on a sculpted island in North Malé Atoll, One&Only Reethi Rah unfolds across twelve powder-soft beaches, each with its own mood and light. Villas of timber and stone open to the lagoon, where reef restoration projects and resident marine biologists invite guests to take part in coral gardening. Days drift between overwater spa rituals, Maldivian-inspired dining and dhoni sails at dusk, with island life never far from your doorstep."
2079,One&Only Le Saint Géran,Mauritius,One&Only Le Saint Géran: Where Mauritius Meets the Indian Ocean,"Set on a private peninsula between the Indian Ocean and a tranquil lagoon on Mauritius' east coast, One&Only Le Saint Géran feels wonderfully unhurried. Sun-washed suites open to sea breezes, while days drift between snorkelling coral gardens, tennis with a pro, and Creole flavours shaped by island growers. Marine biologists guide guests through coral restoration work, children explore the KidsOnly nature club, and evenings end quietly, with the lagoon glinting beneath a wide southern sky."
2080,One&Only Mandarina,Mexico,One&Only Mandarina: Cliffside Luxury Above Mexico's Wild Pacific,"Set within a private reserve on Mexico's Riviera Nayarit, One&Only Mandarina scatters treehouses and clifftop villas across jungle-clad headlands above the Pacific. Howler monkeys wake the canopy, surf breaks below, and design by Rick Joy weaves timber and stone into the forest rather than upon it. Days unfold with horseback rides through the hills, Michelin-starred dining, and treatments drawn from Huichol tradition, while ongoing rewilding and local partnerships keep this coastline thriving for generations."
2081,One&Only Palmilla,Mexico,One&Only Palmilla: Sunlit Seclusion on Mexico's Baja Peninsula,"Perched where the desert slips into the Sea of Cortez, One&Only Palmilla occupies a headland of gardens, cactus and quiet coves near San José del Cabo. Whitewashed casitas and a 1950s chapel nod to the resort's storied past, while days unfold with sunrise paddles, sea-turtle releases and menus shaped by local growers and fishermen. Guests dine at Jean-Georges' beachside tables, then retreat to a hilltop spa scented with wild herbs."
2082,One&Only Portonovi,Montenegro,One&Only Portonovi: A Fjord-Framed Haven on Montenegro's Coast,"Set where the Adriatic slips into the mountain-cradled Bay of Kotor, One&Only Portonovi occupies a stretch of shoreline once known only to sailors. Stone-hued architecture and pale timber echo the surrounding karst peaks, while Europe's first Chenot Espace guides guests through restorative wellness programmes. Days unfold sailing hidden coves, hiking Lustica's wild trails or dining on produce from Montenegrin smallholders. Local craftspeople and marine conservation projects quietly shape the experience, grounding every stay in place."
2083,One&Only Cape Town,South Africa,One&Only Cape Town: Waterfront Serenity Beneath Table Mountain,"Set on its own island within Cape Town's V&A Waterfront, One&Only gazes across still marina waters to Table Mountain. Interiors weave South African art, textiles and timber into spaces that feel generous rather than grand, while Nobu and Reuben's celebrate the Cape's larder. Days unfold with wine-country drives, township-led cultural tours and penguin encounters, and the resort's partnerships support local artisans and marine conservation. Return at dusk, when the mountain glows and the island quietens."
2084,One&Only One Za’abeel,,One&Only One Za'abeel: Dubai's Skyline Reimagined in Style,"Rising above Dubai's World Trade Centre district, One&Only One Za'abeel is linked by The Link, the world's longest cantilevered skybridge, where suspended gardens and a sky pool hover 100 metres above the city. Interiors blend Japanese restraint with Middle Eastern warmth, while restaurants from acclaimed chefs sit alongside a subterranean wellness sanctuary. Locally sourced produce, water conservation systems and partnerships with Emirati artisans anchor this vertical retreat firmly in its place."
2085,One&Only The Palm,,One&Only The Palm: Moorish Seclusion on Dubai's Palm Shore,"Tucked on a private peninsula at the western crescent of Palm Jumeirah, One&Only The Palm feels worlds away from the city it faces. Moorish courtyards, hand-laid mosaics and shaded colonnades frame a private beach and calm lagoon views, reached by boat or by road. Days unfold with Michelin-recognised dining, treatments at the Guerlain spa and marine conservation walks along the shoreline. It is intimate, unhurried and quietly grand, with skyline lights shimmering across the water each evening."
2086,Wilderness Mombo,Botswana,Wilderness Mombo: Where the Okavango's Legends Come to Life,"On the northern tip of Chief's Island, where the Okavango Delta's floodplains meet ancient riverine forest, Wilderness Mombo has earned its reputation as one of Africa's great wildlife sanctuaries. Nine airy suites stand raised above the grasses, their design drawing on collected treasures and open sightlines rather than convention. Days unfold with game drives, mokoro glides and quiet hours watching lions pass beneath your deck. A pioneering rhino reintroduction programme continues here, shaped by decades of conservation commitment."
2087,Magashi Peninsula,Rwanda,"Magashi Peninsula: Wild Lakeside Seclusion in Akagera, Rwanda","Set on a private peninsula within Rwanda's Akagera National Park, Magashi Peninsula looks across papyrus-fringed Lake Rwanyakazinga, where hippos surface at dusk and fish eagles call overhead. Six tented suites blend contemporary East African craftsmanship with uninterrupted water views. Days unfold with boat safaris, guided game drives tracking lion and black rhino, and time with the naturalists who know these plains intimately. Your stay directly supports Akagera's remarkable revival and the communities living alongside it."
2088,Usawa Serengeti,Tanzania,Usawa Serengeti: Following the Great Migration in Quiet Luxury,"Usawa Serengeti moves with the herds, its canvas suites relocating through the year to stay close to the migration's shifting rhythm. Days begin with coffee poured beside the acacias and unfold into game drives, walking safaris and long, unhurried evenings under Tanzanian stars. Interiors are pared back and tactile, solar-powered and light on the land, while the camp's Maasai-led team shares knowledge that turns every sighting into something far more personal."
2089,DumaTau Camp,Botswana,DumaTau Camp: Waterside Wilderness in Botswana's Linyanti,"Set along the Linyanti Waterway in northern Botswana, DumaTau Camp overlooks a lagoon where elephants wade at dusk and hippos announce the evening. Eight raised suites of timber, canvas and copper open to the water, their design shaped by the landscape rather than imposed upon it. Days unfold by boat, on game drives or from a sunken hide, while the camp's solar power and partnership with local communities help safeguard one of Africa's great elephant corridors."
2090,Linkwasha,Zimbabwe,Linkwasha Camp: Art Deco Elegance on Hwange's Wild Ngamo Plains,"In the south-eastern reaches of Hwange National Park, Linkwasha overlooks the Ngamo Plains, where elephant herds, wild dog and lion move between seeps and open grassland. Nine tented suites blend art deco lines with soft desert tones, framed by uninterrupted views. Days unfold on game drives and guided walks with Zimbabwe's exceptional guides, while the camp's solar power and long-standing partnership with neighbouring communities ensure your stay strengthens the wilderness that surrounds it."
2091,Tipai Wildlife Luxuries,India,"Tipai Wildlife Luxuries: Tiger Country, Reimagined in Style","On the fringes of Tadoba-Andhari Tiger Reserve in Maharashtra, Tipai Wildlife Luxuries sits amid teak forest and bamboo, where langur calls carry through the canopy at first light. Villas open onto private plunge pools, their design drawing on Vidarbha craft traditions and local materials. Days unfold with expert-led safaris, forest walks and Warli-inspired art sessions, while village partnerships and habitat restoration shape everything here. Evenings belong to slow dinners under an unhurried, star-scattered sky."
